businessname,legalowner,namelast,namefirst,licenseno,issdttm,expdttm,licstatus,licensecat,descript,result,resultdttm,violdesc,violstatus,comments,address,city,state,zip
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Ensure all foods are elevated off the floor including the basement from all visible food spills  stains and soils,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Wiping Cloths  Use Limitation (C),Pass,,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Food Labels (C),Pass,Label all bulk food containers as dioscussed,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Sanitizing Solutions  Testing Devices (Pf),Pass,No chlorine test strips on site   address,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Nonfood Contact Surfaces (C),Pass,Clean counter tops   all shelving units under the bar  inside all efrigeration units from all visible soils,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors  walls and ceiling tiles where needed from visible food spills  stains and soils,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Walls and Ceilings  Attachments (C),Pass,Ensure there is a clean smooth durable and non absorbant surface above the ice machine as discussed,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Handwashing Signage  (C),Pass,Properly identify all hand sinks as discussed,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Maintaining Premises  Unnecessary Items and Litter (C),Pass,Clean to remove all loose debris  broken and / or unused equipment in the basement,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHEA'S TAVERN,James & Robert Carney Shea's Tavern,James & Robert Carney,Shea's Tavern,20657,2011-12-13T11:45:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-10T15:41:00Z,Preventing Contamination from Hands (Pf),Pass,Ensure all hand sinks have paper towels and hand soap accessible as discussed during inspection,222 W Broadway,South Boston,MA,2127
SHEA'S TAVERN,James & Robert Carney Shea's Tavern,James & Robert Carney,Shea's Tavern,20657,2011-12-13T11:45:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-10T15:41:00Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Fail,Ensure all cases of beverages are elevated off the floor a minimum of six inches during storage so floors can be cleaned properly,222 W Broadway,South Boston,MA,2127
SHEA'S TAVERN,James & Robert Carney Shea's Tavern,James & Robert Carney,Shea's Tavern,20657,2011-12-13T11:45:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-10T15:41:00Z,Nonfood-Contact Surfaces (C),Pass,Clean all shelving units behind the bar and under the bar from visible soils,222 W Broadway,South Boston,MA,2127
SHEA'S TAVERN,James & Robert Carney Shea's Tavern,James & Robert Carney,Shea's Tavern,20657,2011-12-13T11:45:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-10T15:41:00Z,Food-Contact Surfaces-Cleanability (Pf),Pass,Clean inside the ice machine  around the lid especially from all visible soils,222 W Broadway,South Boston,MA,2127
SHEA'S TAVERN,James & Robert Carney Shea's Tavern,James & Robert Carney,Shea's Tavern,20657,2011-12-13T11:45:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-10T15:41:00Z,CIP Equipment (C),Pass,Clean exterior of all sinks behind the bar  exterior of the ice machine from visible soils,222 W Broadway,South Boston,MA,2127
SHEA'S TAVERN,James & Robert Carney Shea's Tavern,James & Robert Carney,Shea's Tavern,20657,2011-12-13T11:45:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-10T15:41:00Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors throughout the facility from all visible food spillls  stains and soils,222 W Broadway,South Boston,MA,2127
SHEA'S TAVERN,James & Robert Carney Shea's Tavern,James & Robert Carney,Shea's Tavern,20657,2011-12-13T11:45:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-10T15:41:00Z,Walls and Ceilings  Attachments (C),Pass,Clean blades of the ceiling fans from visible dust and debris,222 W Broadway,South Boston,MA,2127
SHEA'S TAVERN,James & Robert Carney Shea's Tavern,James & Robert Carney,Shea's Tavern,20657,2011-12-13T11:45:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-10T15:41:00Z,Handwashing Signage  (C),Pass,"Clearly identify each hand sink behind the bar as "" hand washing only "" as discussed during inspection",222 W Broadway,South Boston,MA,2127
SHENANAGANS BAR,,Nosmada,,20334,2012-01-06T11:26:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-16T14:04:50Z,Preventing Contamination from Hands (C),Pass,Ensure all hand sinks have an ample supply of paper towels and hand soap during all hours of operation,332 W BROADWAY,SOUTH BOSTON,MA,2127
SHENANAGANS BAR,,Nosmada,,20334,2012-01-06T11:26:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-16T14:04:50Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Ensure all ready to eat foods are completely segragated from raw foods on the cooking line - current set up of raw poultry being stored directly beside fresh produce are too close   segragate and seperate to reduce potential contamination as discussed,332 W BROADWAY,SOUTH BOSTON,MA,2127
SHENANAGANS BAR,,Nosmada,,20334,2012-01-06T11:26:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-16T14:04:50Z,In-Use Utensils  Between-Use Storage (C),Pass,Spoons to dispense condiments being stored in stagnant water  store as discussed,332 W BROADWAY,SOUTH BOSTON,MA,2127
SHENANAGANS BAR,,Nosmada,,20334,2012-01-06T11:26:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-16T14:04:50Z,Food Labels (C),Pass,label all bulk food containers to properly identify the contents such as  - flour - salt - sugar ect.,332 W BROADWAY,SOUTH BOSTON,MA,2127
SHENANAGANS BAR,,Nosmada,,20334,2012-01-06T11:26:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-16T14:04:50Z,Consumption of Animal Foods that are Raw  Undercooked  or Not Otherwise Processed to Eliminate Pathogens (Pf),Pass,Ensure brunvh menu has the prooper disclosure / reminder as discussed during inspection,332 W BROADWAY,SOUTH BOSTON,MA,2127
SHENANAGANS BAR,,Nosmada,,20334,2012-01-06T11:26:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-16T14:04:50Z,CIP Equipment (C),Pass,Clean exterior of all cooking equipment on the line from visible food spills  stains and soils,332 W BROADWAY,SOUTH BOSTON,MA,2127
SHENANAGANS BAR,,Nosmada,,20334,2012-01-06T11:26:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-16T14:04:50Z,Ventilation Hood Systems  Filters (C),Pass,Clean vents in the hood above the char grill from visible soils,332 W BROADWAY,SOUTH BOSTON,MA,2127
SHENANAGANS BAR,,Nosmada,,20334,2012-01-06T11:26:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-16T14:04:50Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Cleran floors and walls underneath all cooking equipmemnt on the cooking line  clean ceiling tiles where needed from all visible food spills  stains and soils,332 W BROADWAY,SOUTH BOSTON,MA,2127
SHENANAGANS BAR,,Nosmada,,20334,2012-01-06T11:26:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-16T14:04:50Z,Drying Mops (C),Pass,Keep in use mops elavated off the floor when not in use so soiled water is not spilling back on the floors,332 W BROADWAY,SOUTH BOSTON,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Wiping Cloths  Use Limitation (C),Pass,Set up as discussed,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Consumption of Animal Foods that are Raw  Undercooked  or Not Otherwise Processed to Eliminate Pathogens (Pf),Pass,Missing the disclosure / reminder on the menu for under cooked eggs  address,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Sponges Use Limitation (C),Fail,Discontinue using absorbant sponges to clean food contact surfaces  o.k to clean floors - walls - ceilings,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Wood  Use Limitation (C),Pass,Discard absorbant wooden cutting boards for food contact cutting - ensure a hard wood [ maple ] or commercial cutting surfaces are being used,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Nonfood-Contact Surfaces (C),Pass,Clean inside and outside of all refrigeration and freezer units from visible food spills  stains and soils,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Ventilation Hood Systems  Filters (C),Pass,Clean filters above the char grill from black grime and grease,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Temperature Measuring Devices  Food-Accuracy (Pf),Pass,Ensure a properly operating food thermometer is available during hours of operation,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Ventilation Hood Systems  Drip Prevention (C),Pass,Empty the drip wells on both sides of the hood from grease and clean to remove the visible soils,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Service Sink (C),Fail,Enclosed the exposed areas of the service sink location as discussed,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Grease Trap(C),Pass,Clean obnoxious odors and visible soils,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Cleran floors throughout the facility including downstairs  walls behind all cooking equipment and ceiling areas where needed from all visible food spills  stains and soils,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Designated Areas-Employee Accommodations for eating / drinking/smoking (C),Pass,Segragate an area for employees to break and eat as discussed away from the food service areas - break individually due to the current COVID-19 crisis,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Using Dressing Rooms and Lockers (C),Pass,Utilioze the lockers and designated area provided for employees to keep all personal items,764 E Fourth ST,South Boston,MA,2127
SIDEWALK CAFE,,Kathleen Connolly,,22835,2012-03-27T13:06:45Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2021-02-16T11:53:23Z,Maintaining Premises  Unnecessary Items and Litter (C),Fail,Clean to remove all broken equipment and loose debris not affiliated with the restaurant - discontinue leaving personal belongings scattered throughout the restaurant and store in the segragated lockers as discussed,764 E Fourth ST,South Boston,MA,2127
SIX WEST,,Ronca,Vito,410895,2019-09-27T11:26:53Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-06-25T14:24:34Z,,Pass,,6 W Broadway,South Boston,MA,2127
SIXTH GEAR CASK & KITCHEN,,Cozza Owner,Darryl,162259,2016-01-21T11:58:24Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-11-13T17:27:26Z,Walls and Ceilings  Attachments (C),Fail,Some articles related to food service are stored in the basement directly underneath a waste pipe  relocate or provide a barrier as discussed during inspection,81  L ST,South Boston,MA,2127
SIXTH GEAR CASK & KITCHEN,,Cozza Owner,Darryl,162259,2016-01-21T11:58:24Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-11-13T17:27:26Z,Maintaining Premises  Unnecessary Items and Litter (C),Fail,Relocate bags of rock salt stored beside the ice machine in the basement - keep segragated from foods and foos service locations,81  L ST,South Boston,MA,2127
SOUTH BOSTON CHINESE,Shum David,Shum,David,18231,2012-02-15T14:37:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-15T13:49:45Z,Grease Trap(C),Fail,Clean to remove all visible soils,429 W BROADWAY,SOUTH BOSTON,MA,2127
SOUTH BOSTON CHINESE,Shum David,Shum,David,18231,2012-02-15T14:37:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-15T13:49:45Z,(A)-(P) Person-In-Charge-Duties (Pf),Fail,No current 2021 health permit - no allergen awareness certificate on site Address immediately as discussed,429 W BROADWAY,SOUTH BOSTON,MA,2127
SOUTH BOSTON CHINESE,Shum David,Shum,David,18231,2012-02-15T14:37:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-15T13:49:45Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Fail,Ensure all raw foods are stored underneath or clearly and properly seperated during storage in all refrigeration units especially on the cooking line where cross contamination can easily happen                                                                                                                                                           Ensure all foods are elevated off the floor a minimum of six inches during storage,429 W BROADWAY,SOUTH BOSTON,MA,2127
SOUTH BOSTON CHINESE,Shum David,Shum,David,18231,2012-02-15T14:37:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-15T13:49:45Z,Wiping Cloths  Use Limitation (C),Fail,,429 W BROADWAY,SOUTH BOSTON,MA,2127
SOUTH BOSTON CHINESE,Shum David,Shum,David,18231,2012-02-15T14:37:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-15T13:49:45Z,Food-Contact Surfaces-Cleanability (Pf),Fail,Ensure all knives   cleavers saw blades and cutting boards are free from previous usage before using again on another task   some deep lacerations in the cutting boards and some of the ends of the chef knives contain food soils from earlier in the day,429 W BROADWAY,SOUTH BOSTON,MA,2127
SOUTH BOSTON CHINESE,Shum David,Shum,David,18231,2012-02-15T14:37:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-15T13:49:45Z,Service Sink (C),Fail,Discontinue storing the soiled mop water and bucket by the entrance to the front counter area - dump all soiled water in the mop sink area as discussed and sstore in this area when not in use - change the water used to mop the floors on a more frequent basis as discussed,429 W BROADWAY,SOUTH BOSTON,MA,2127
SOUTH BOSTON CHINESE,Shum David,Shum,David,18231,2012-02-15T14:37:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-15T13:49:45Z,Maintaining Premises  Unnecessary Items and Litter (C),Fail,Remove all personal belongings stored by the take out area and keep clean with only items affiliated with food service,429 W BROADWAY,SOUTH BOSTON,MA,2127
SOUTH BOSTON CHINESE,Shum David,Shum,David,18231,2012-02-15T14:37:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-15T13:49:45Z,Drying Mops (C),Fail,Discontinue storing soiled mops directly on the floor and keep elevated as discussed,429 W BROADWAY,SOUTH BOSTON,MA,2127
SOUTH BOSTON CHINESE,Shum David,Shum,David,18231,2012-02-15T14:37:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-15T13:49:45Z,Separation-Storage (P),Fail,Remove open bags of rock salt by the front counter area and keep completly segragated from the food service locations as discussed,429 W BROADWAY,SOUTH BOSTON,MA,2127
SOUTH BOSTON MARKET,,Soto,Yuan,197937,2016-07-12T08:06:10Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Filed,2021-02-22T15:14:20Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Fail,Ensure all foods are being stored elevated off the floor a minimum of six inches during storage so the floors can be cleaned properl cleaned and to  reduce potential water damage from the pooling water and snow being brought in from customers entering the store from outside,626   Dorchester AVE,South Boston,MA,2127
SOUTH BOSTON MARKET,,Soto,Yuan,197937,2016-07-12T08:06:10Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Filed,2021-02-22T15:14:20Z,Miscellaneous Sources of Contamination (C),Fail,Single use aluminum pans out for retail sale in the grocery aisles are being stored without any coverings or protection as well as exposing the interior of the pan - invert pans as discussed and / or provide some form of protection as discussed during inspection,626   Dorchester AVE,South Boston,MA,2127
SOUTH BOSTON MARKET,,Soto,Yuan,197937,2016-07-12T08:06:10Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Filed,2021-02-22T15:14:20Z,Food Labels (C),Fail,Properly label to identify all bulk food containers and any other foods out for retail sale that may need to be addressed accordingly,626   Dorchester AVE,South Boston,MA,2127
SOUTH BOSTON YACHT CLUB,Board Of Trustees,Board Of Trustees,,21203,2012-01-10T14:31:27Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-29T15:54:07Z,Compliance with Food Law  (Pf),Pass,Discontinue purchasing foods from retail stores - only purchase foods from reputable wholesale suppliers,1849   Columbia RD,South Boston,MA,2127
SOUTH BOSTON YACHT CLUB,Board Of Trustees,Board Of Trustees,,21203,2012-01-10T14:31:27Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-29T15:54:07Z,Sponges Use Limitation (C),Pass,Discontinue using to clean food contact surfaces,1849   Columbia RD,South Boston,MA,2127
SOUTH BOSTON YACHT CLUB,Board Of Trustees,Board Of Trustees,,21203,2012-01-10T14:31:27Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-29T15:54:07Z,CIP Equipment (C),Pass,Clean stove top- exterior of all sinks   dishwasher  freezer and refrigeration units from visible food spills  stains and soils,1849   Columbia RD,South Boston,MA,2127
SOUTH BOSTON YACHT CLUB,Board Of Trustees,Board Of Trustees,,21203,2012-01-10T14:31:27Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-29T15:54:07Z,Ventilation Hood Systems  Filters (C),Pass,Clean vents in the hood from visible soils,1849   Columbia RD,South Boston,MA,2127
SOUTH BOSTON YACHT CLUB,Board Of Trustees,Board Of Trustees,,21203,2012-01-10T14:31:27Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-29T15:54:07Z,Warewashing Equipment  Determining Chemical Sanitizer Concentration (Pf),Pass,Sanitizer was empty when i ran the dish machine - ensure sanitizer is checked on a more frequent basis throughout the working day,1849   Columbia RD,South Boston,MA,2127
SOUTH BOSTON YACHT CLUB,Board Of Trustees,Board Of Trustees,,21203,2012-01-10T14:31:27Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-29T15:54:07Z,Wall and Ceiling Coverings and Coatings (C),Pass,Clean vent in the air conditioner from all visible soils llocated above the prep table,1849   Columbia RD,South Boston,MA,2127
SOUTH BOSTON YACHT CLUB,Board Of Trustees,Board Of Trustees,,21203,2012-01-10T14:31:27Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-29T15:54:07Z,Handwashing Signage  (C),Pass,Ensure hand washing signs are located at each sink to properly identify,1849   Columbia RD,South Boston,MA,2127
SOUTH BOSTON YACHT CLUB,Board Of Trustees,Board Of Trustees,,21203,2012-01-10T14:31:27Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-29T15:54:07Z,Repairing-Premises  Structures  Attachments  and Fixtures-Methods (C),Pass,Ensure all exposed wooden surfaces in the kitchen prep area is sealed properly as discussed during inspection,1849   Columbia RD,South Boston,MA,2127
SPORTS CONNECTION BAR & GRILL,Angelo A. Attardo  Pres.,Angelo A. Attardo Pres.,,21263,2011-12-23T11:23:27Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-23T12:12:57Z,,Pass,,560   Dorchester AVE,South Boston,MA,2127
STARBUCKS COFFEE COMPANY,,Starbucks Corp.,Attn: Mary Her,78060,2013-08-09T09:35:01Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-16T10:38:49Z,Temperature Measuring Devices  Manual and Mechanical Warewashing (Pf),Pass,No irreversible thermometer or temperature strips present for monitoring dish machine temperature.,11 W Broadway,South Boston,MA,2127
STARBUCKS COFFEE COMPANY,,Starbucks Corp.,Attn: Mary Her,78060,2013-08-09T09:35:01Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-16T10:38:49Z,,Pass,8-304.11 (A) Post the current permit in a location in the food establishment that is conspicuous to consumers.,11 W Broadway,South Boston,MA,2127
STATS BAR & GRILLE,Devlin Michael Ts,Statires Group L L C,,68489,2012-01-05T20:46:10Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-09T13:04:31Z,Miscellaneous Sources of Contamination (C),Fail,Discontinue storing plates / utensils in any common areas of the restaurant that customers can gain an easy access to - store in proper locations in the kitchen to reduce potential contamination from customers  and non employees                                                                                    Ensure any bug light devices being used on the  premises are stored in non- food / clean equipment contact locations as discussed during inspection,77   Dorchester ST,South Boston,MA,2127
STATS BAR & GRILLE,Devlin Michael Ts,Statires Group L L C,,68489,2012-01-05T20:46:10Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-09T13:04:31Z,Floors  Walls and Ceilings-Cleanability (C),Fail,Clean to remove all visible soils on nthe floor underneath the ware washing machine in and aound all the plumbing pipes  grease trap                    Clean light shields where needed in the kitchen from all visible soils                                                                                                                               Remove rags tied up along pipes coming from the air conditioner being used to collect condensation  address properly as discussed,77   Dorchester ST,South Boston,MA,2127
STATS BAR & GRILLE,Devlin Michael Ts,Statires Group L L C,,68489,2012-01-05T20:46:10Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-09T13:04:31Z,Handwashing Signage  (C),Fail,"Ensure all hand sinks scattered throughout the facility are clearly and properly labeled as discussed during inspection "" Hand Washing Only """,77   Dorchester ST,South Boston,MA,2127
STOP & SHOP  NO. 053,,Stop & Shop Supermarket Co.,Attn: Licensing Dept.,21719,2011-12-05T12:40:11Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T15:32:43Z,Compliance with Food Law (C),Pass,Packages [2] of eye round steak in the meat case appear altered with blackened edges and loosely wrapped in plastic  removed,713 E Broadway,South Boston,MA,2127
STOP & SHOP  NO. 053,,Stop & Shop Supermarket Co.,Attn: Licensing Dept.,21719,2011-12-05T12:40:11Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T15:32:43Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Discontinue storing produce agains the front vent in the refrigerated  case   it is blocking the air flow                                                                 Do not store fresh produce above the recommenmded fill line                                                                                                                                DELI CASE : SUSHI out for retail sale is stored in between ready to eat foods   remove and relocate                                                               MEAT CASE: packages of hamburger stacked too high in the case  discontinue,713 E Broadway,South Boston,MA,2127
STOP & SHOP  NO. 053,,Stop & Shop Supermarket Co.,Attn: Licensing Dept.,21719,2011-12-05T12:40:11Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T15:32:43Z,Wiping Cloths  Use Limitation (C),Pass,Set up as discussed - one for raw   one for ready to eat in the deli and meat dept.,713 E Broadway,South Boston,MA,2127
STOP & SHOP  NO. 053,,Stop & Shop Supermarket Co.,Attn: Licensing Dept.,21719,2011-12-05T12:40:11Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T15:32:43Z,Frozen Food (C),Pass,Frozen packages of cooked shrimp out in the refrigeration unit appear completely thawed  either sell fresh or frozen to reduce potential contamination and abuse of quality,713 E Broadway,South Boston,MA,2127
STOP & SHOP  NO. 053,,Stop & Shop Supermarket Co.,Attn: Licensing Dept.,21719,2011-12-05T12:40:11Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T15:32:43Z,Nonfood-Contact Surfaces (C),Pass,Clean all the black shelving in the produce case from visible soils - clean shelving where needed throughout the grocery aisle from all visibloe soils,713 E Broadway,South Boston,MA,2127
